carat,x,y,z,price,color_,clarity_,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.71,5.74,5.78,3.54,3229,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.34,4.51,4.55,2.75,749,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,5.06,5.09,3.12,1316,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.81,5.95,6.0,3.71,3303,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.17,6.79,6.84,4.13,6419,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,6.42,6.38,3.97,6043,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.87,6.19,6.23,3.75,3566,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.28,6.93,6.91,4.32,6701,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.58,5.32,5.36,3.33,1961,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.51,7.41,7.32,4.54,12738,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.3,7.17,7.04,4.34,8256,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.27,4.1,4.16,2.61,470,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.12,6.67,6.72,4.08,8408,3,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.91,6.24,6.2,3.8,3639,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.73,5.85,5.88,3.55,2644,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,6.05,5.99,3.92,1939,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.3,4.31,4.32,2.68,439,6,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.22,6.85,6.9,4.23,12906,2,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.0,8.13,8.0,5.02,11988,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.44,4.92,4.96,3.02,807,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9,6.05,6.01,3.87,3290,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.72,5.63,5.68,3.6,2277,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.51,5.17,5.11,3.15,1443,3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.41,4.73,4.71,2.92,876,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.73,5.78,5.74,3.6,2351,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.31,4.4,4.37,2.66,1046,3,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.2,6.84,6.79,4.22,8669,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.78,5.92,5.97,3.6,2271,5,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.02,6.42,6.44,4.0,12035,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.71,5.73,5.77,3.56,2272,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.23,3.91,3.93,2.48,505,2,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.66,8.71,8.65,5.58,18495,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.82,6.25,6.2,3.58,2140,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.9,6.25,6.27,3.81,5013,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.09,6.74,6.81,4.06,7992,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.51,5.1,5.08,3.19,1781,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.56,5.26,5.29,3.28,2260,2,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.57,5.28,5.33,3.28,1608,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.09,6.6,6.69,4.1,5125,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.28,4.17,4.2,2.64,429,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.0,6.31,6.26,4.05,5908,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.01,6.35,6.33,3.97,4751,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.72,5.81,5.83,3.51,2771,4,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.32,4.42,4.4,2.78,720,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.06,6.46,6.5,4.06,4197,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3,4.26,4.3,2.71,526,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.5,7.41,7.49,4.44,15338,2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.53,7.43,7.5,1.53,8971,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.31,4.36,4.38,2.72,557,5,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.57,5.34,5.37,3.26,1919,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.91,6.19,6.17,3.82,2718,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,5.66,5.73,3.52,2042,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,5.96,5.9,4.02,2856,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.34,4.55,4.52,2.77,765,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.5,5.05,5.09,3.23,1635,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.84,6.18,6.13,3.63,3115,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,6.36,6.42,4.02,7411,2,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.01,6.15,6.09,4.09,4480,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4,4.73,4.76,2.9,666,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.33,4.42,4.46,2.74,880,2,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.55,5.26,5.29,3.25,2303,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.72,5.73,5.77,3.58,2136,6,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.57,5.37,5.31,3.32,1613,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,6.59,6.54,4.0,6968,3,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.32,4.45,4.42,2.74,720,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.02,6.38,6.46,4.0,5301,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.34,4.48,4.51,2.75,626,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.82,6.04,6.01,3.74,2668,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.34,4.5,4.47,2.76,1122,3,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.5,7.29,7.19,4.55,9240,6,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.71,5.71,5.74,3.55,3420,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.56,5.36,5.33,3.24,1698,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.91,6.21,6.15,3.85,5055,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.45,5.08,4.99,2.86,1240,4,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.41,4.84,4.77,2.95,1061,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.55,5.27,5.29,3.24,1183,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.57,5.42,5.35,3.27,1320,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,4.37,4.4,2.7,687,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.65,5.65,5.62,3.42,1219,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.56,5.26,5.3,3.29,1787,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.52,5.14,5.18,3.18,1446,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.74,5.79,5.85,3.53,1912,6,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.7,5.67,5.7,3.45,3536,2,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.92,6.24,6.2,3.89,3550,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,4.29,4.32,2.73,473,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.7,5.65,5.71,3.55,3052,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,4.35,4.33,2.69,593,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.71,5.88,5.84,3.46,2528,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.7,7.64,7.61,4.72,15238,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,6.42,6.45,3.92,5067,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.1,6.62,6.65,4.08,6837,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,5.61,5.67,3.56,2129,5,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.37,4.65,4.68,2.83,454,6,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.72,5.67,5.7,3.58,1989,6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.36,4.56,4.6,2.83,631,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.23,7.08,7.01,4.19,7431,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.32,4.4,4.43,2.72,1015,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.64,7.57,7.61,4.62,8794,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.39,4.79,4.78,2.88,1123,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.37,4.6,4.7,2.8,487,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.41,4.84,4.87,2.86,839,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.2,6.64,6.69,4.19,5226,6,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.51,5.12,5.15,3.17,1287,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.42,4.8,4.84,2.95,847,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.62,5.39,5.53,3.45,1348,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.51,5.19,5.2,3.1,2369,1,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.09,6.64,6.67,4.07,5016,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.51,5.07,5.15,3.21,1438,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.54,5.21,5.13,3.26,1760,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,6.09,6.13,3.85,4381,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.53,7.35,7.4,4.52,12851,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.35,4.53,4.47,2.81,1024,3,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.39,4.8,4.85,2.88,883,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.38,4.63,4.6,2.88,1140,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.31,4.31,4.33,2.74,544,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.94,6.24,6.27,3.9,4661,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.51,5.1,5.13,3.18,1959,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.92,6.18,6.3,3.88,4116,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.11,6.61,6.64,4.15,4101,6,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.4,4.79,4.72,2.9,1080,2,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.27,8.47,8.55,5.05,17051,6,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.53,7.35,7.37,4.58,7721,6,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.71,5.7,5.65,3.61,2327,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9,6.09,6.16,3.85,3160,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3,4.33,4.35,2.63,895,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.78,7.76,7.8,4.86,12981,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,5.67,5.64,3.47,2218,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.71,5.54,5.49,3.63,1691,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.31,4.39,4.44,2.66,626,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.57,7.34,7.41,4.62,7813,6,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.12,6.8,6.85,4.07,8973,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.58,7.5,7.6,4.52,14308,2,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.01,6.36,6.39,4.01,6666,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.37,4.59,4.63,2.82,649,3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.34,4.47,4.44,2.83,714,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.37,4.62,4.67,2.86,616,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,5.8,5.91,3.46,2674,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.4,4.68,4.72,2.99,850,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.52,5.17,5.22,3.14,1576,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,5.83,5.8,3.38,2657,3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.33,4.42,4.4,2.76,1002,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.01,6.35,6.4,3.99,4821,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.93,6.35,6.32,3.87,3114,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.83,6.0,5.95,3.75,2311,6,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.87,6.08,6.12,3.8,3372,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.01,6.52,6.49,3.95,7862,3,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.41,4.7,4.74,2.96,755,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,4.39,4.36,2.65,872,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.61,7.54,7.48,4.71,9611,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.4,4.73,4.76,2.95,1059,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,6.57,6.52,3.9,6868,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.41,4.74,4.78,2.95,899,4,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.71,5.74,5.77,3.54,3516,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.42,4.84,4.81,2.92,1389,2,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.58,5.26,5.24,3.38,1641,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.13,8.27,8.37,5.05,16778,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.24,6.88,6.84,4.24,5361,6,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0,6.55,6.59,3.79,3696,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.42,4.77,4.79,2.97,810,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,6.07,6.11,3.8,4182,3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.37,4.67,4.71,2.88,936,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.4,8.52,8.49,5.34,11988,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.34,4.43,4.45,2.75,745,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.19,6.8,6.77,4.21,4678,6,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.06,6.56,6.59,4.03,5550,5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.0,7.9,7.98,5.04,15864,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.5,7.43,7.46,4.43,16988,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.39,7.24,7.25,4.48,9519,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4,4.7,4.65,2.94,855,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.41,4.72,4.75,3.01,680,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,4.29,4.31,2.63,421,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,5.68,5.63,3.5,3587,2,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.34,7.05,7.08,4.41,7659,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.8,5.91,6.02,3.75,2715,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,6.2,6.17,3.78,4062,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.91,6.05,5.98,3.86,2700,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.94,6.21,6.29,3.87,3394,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.31,4.38,4.41,2.66,942,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3,4.25,4.31,2.64,593,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.07,6.51,6.59,4.09,7415,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.53,5.23,5.26,3.21,1229,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.91,6.17,6.25,3.83,4199,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.01,6.34,6.31,3.98,3461,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.03,6.46,6.5,4.05,4382,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.51,5.06,5.09,3.21,1627,2,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.53,5.28,5.24,3.19,1956,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.29,6.99,6.93,4.3,10780,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.76,5.83,5.74,3.65,1629,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.56,5.31,5.33,3.28,2712,1,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.5,7.39,7.44,4.5,9900,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.02,8.14,8.08,5.01,12680,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3,4.29,4.3,2.64,766,1,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.71,5.76,5.78,3.55,2878,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.06,6.54,6.48,4.06,4416,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.56,5.24,5.28,3.29,1889,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.41,4.73,4.69,2.98,818,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.85,6.09,6.11,3.77,4373,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.74,5.73,5.81,3.61,3036,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.31,7.04,7.02,4.34,11237,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.01,7.88,7.82,4.87,11903,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.55,5.27,5.29,3.26,2133,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.16,6.71,6.77,4.17,5991,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,4.27,4.31,2.66,457,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.41,4.77,4.81,2.95,974,2,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.25,4.05,4.07,2.5,633,2,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.77,5.84,5.81,3.6,3291,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.71,5.74,5.72,3.51,2386,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.32,4.39,4.42,2.73,708,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,6.28,6.16,4.09,2948,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.51,7.37,7.32,4.55,8287,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.53,5.25,5.18,3.17,1914,3,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.56,5.34,5.28,3.26,1736,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,5.69,5.55,3.54,1040,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.38,4.63,4.57,2.93,529,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9,6.07,6.1,3.85,3656,5,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.32,4.41,4.4,2.71,1080,1,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.33,4.44,4.48,2.72,752,3,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.03,6.56,6.51,4.0,6922,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.4,4.73,4.69,2.92,1038,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.24,4.03,4.06,2.44,552,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
